序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week
54,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",7,640,20.98%,"47,435","17,440","3,777,617",20200608
55,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),3,104,285.19%,"12,700","1,949","413,808",20200608
56,美國,託陰2：布拉姆回來了,2020/03/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,54,-62.50%,"2,815","18,390","4,111,812",20200608
57,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,14,-30.00%,"2,060","1,866","421,906",20200608
58,南韓,抓住救命稻草的野獸們,2020/03/27,薩摩亞商雄讚股份有限公司台灣分公司,M-Line Distribution Corportation,1,5,-66.67%,750,"15,299","3,418,662",20200608
59,日本,Re：從零開始的異世界生活-外傳篇章電影,2020/03/27,木棉花國際股份有限公司,"KADOKAWA SHOTEN CO., LTD.",2,3,-87.50%,620,"13,107","2,913,625",20200608
60,法國,我出去醫下,2020/03/20,原創娛樂股份有限公司,Other Angle Pictures,2,15,-16.67%,"1,930","2,855","591,018",20200608
61,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,2,327,61.08%,"17,415","39,332","9,076,509",20200608
62,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,2,39,30.00%,"9,700","21,000","5,137,411",20200608
63,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,2,101,0.00%,"5,460",526,"91,240",20200608
64,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,41,-62.73%,"4,380","1,963","359,371",20200608
65,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,219,-46.06%,"13,730","53,184","11,918,575",20200608
66,南韓,明明會說話,2020/03/06,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,LittleBig Pictures,1,34,88.89%,"5,200","20,950","4,549,236",20200608
67,日本,鳴鳥不飛：烏雲密布,2020/02/27,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,8,175,-6.42%,"39,260","28,809","7,004,302",20200608
68,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,4,321,-39.43%,"20,990","252,662","58,059,505",20200608
69,美國,隱形人,2020/02/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,190,-34.48%,"10,985","222,659","52,540,527",20200608
70,美國,極地守護犬,2020/02/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,68,-70.69%,"5,060","74,291","16,208,767",20200608
71,美國,怨咒,2020/02/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,8,-55.56%,"1,120","21,215","4,719,927",20200608
72,美國,音速小子,2020/02/21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,79,41.07%,"8,420","103,507","24,104,030",20200608
73,比利時,少年阿罕默德,2020/02/21,捷傑有限公司,Wild Bunch,1,1,-75.00%,200,923,"191,740",20200608
74,泰國,就愛斷捨離,2020/02/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 COMPANY LIMITED,1,20,33.33%,"3,040","5,993","1,316,636",20200608
75,美國,逃出夢幻島,2020/02/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,14,-54.84%,"1,540","99,323","21,987,987",20200608
76,美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,47,0.00%,"2,350","471,584","112,450,212",20200608
77,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,251,-10.04%,"18,320","303,719","74,464,983",20200608
78,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,2,41,-79.90%,"2,185","83,936","19,473,938",20200608
79,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,53,82.76%,"5,880","92,608","21,845,173",20200608
80,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,20,-75.61%,"3,200","181,713","41,410,597",20200608
81,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,235,22.40%,"57,128","18,949","4,480,889",20200608
82,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,50,-32.43%,"5,470","48,579","10,980,802",20200608
83,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,74,0.00%,"7,810","574,429","136,855,275",20200608
84,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,1,103,0.00%,"23,290","15,293","3,369,678",20200608
85,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,111,85.00%,"12,130","812,745","190,890,436",20200608
86,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,54,-6.90%,"15,302","37,978","8,997,990",20200608
87,日本,電影版 吹響吧！上低音號～誓言的終章～,2019/10/23,車庫娛樂股份有限公司,PONY CANYON INC.,12,74,-59.78%,"18,180","6,622","1,646,229",20200608
88,日本,電影版 吹響吧！上低音號～想傳達的旋律～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,10,36,-55.00%,"9,015","1,328","318,674",20200608
89,日本,電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,10,15,-75.81%,"4,050","1,333","319,046",20200608
90,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",57,929,0.00%,"203,366","120,274","26,929,853",20200608
91,日本,青春豬頭少年不會夢到懷夢美少女,2019/09/27,木棉花國際股份有限公司,Aniplex Inc.,3,12,71.43%,"2,665","36,033","8,990,450",20200608
92,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",13,579,-25.58%,"141,158","703,182","168,189,254",20200608
93,日本,航海王：奪寶爭霸戰,2019/08/21,台北双喜電影發行股份有限公司,TOEI Animation Enterprises Limited,8,189,0.00%,"81,575","224,271","54,140,471",20200608
94,日本,飛翔吧!埼玉,2019/08/16,傳影互動股份有限公司,PONY CANYON INC,1,16,-33.33%,"3,240","3,283","746,762",20200608
95,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,11,-35.29%,"2,480","1,906,023","454,504,504",20200608
96,日本,劇場版 歌之☆王子殿下♪真愛KINGDOM,2019/06/14,曼迪傳播有限公司,KING RECORD COMPANY LIMITED,8,779,0.00%,"256,379","10,528","2,751,325",20200608
97,西班牙,逆轉劫局,2019/06/11,采昌國際多媒體股份有限公司,"CASTELAO PICTURES, S.L.",1,31,55.00%,"4,540","4,307","943,008",20200608
98,法國,莒哈絲的漫長等待,2019/05/25,佳映娛樂國際股份有限公司,TF1 DROITS AUDIOVISUELS,1,2,0.00%,380,"1,056","199,440",20200608
99,印度,孟買夜未眠,2019/04/26,佳映娛樂國際股份有限公司,MK2 FILMS- Société par Actions Simplifiée,1,3,0.00%,530,"1,640","330,980",20200608
100,美國,愛上觸不到的你,2019/03/29,采昌國際多媒體股份有限公司,CBS Films Inc.,2,32,0.00%,"5,120","121,671","28,224,792",20200608
101,日本,七龍珠‧超 布羅利,2019/02/22,台北双喜電影發行股份有限公司,"東映株式會社##FOX INTERNATIONAL PRODUCTIONS, INC.",5,69,-73.15%,"32,100","87,126","26,331,579",20200608
102,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,2,200.00%,660,637,"91,880",20200608
103,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,208","150,309",20200608
104,中國大陸,大象席地而坐,2019/01/11,繁盛映畫有限公司,赤角（北京）文化傳播有限公司,1,14,-82.50%,"3,960","28,839","7,305,841",20200608
105,法國,新橋戀人,2018/12/28,東昊影業有限公司,Studiocanal S.A.S,1,68,0.00%,"15,250","4,619","995,640",20200608
106,波蘭,沒有煙硝的愛情,2018/12/08,東昊影業有限公司,MK2 Films,1,63,0.00%,"13,400","9,352","2,040,823",20200608
107,日本,電影版 吹響吧！上低音號~莉茲與青鳥~,2018/10/05,車庫娛樂股份有限公司,(美國)PONYCANYON USA INC.,13,149,-64.27%,"36,075","11,915","2,956,091",20200608
108,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,1,19,-62.75%,"4,420","67,446","14,514,772",20200608
109,南韓,殺人回憶,2018/07/06,車庫娛樂股份有限公司,(韓國)CJ E&M CORPORATION,15,408,0.00%,"96,905","1,922","426,975",20200608
110,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,7,-41.67%,"1,110","2,554,833","621,720,384",20200608
111,日本,遊戲人生,2017/12/08,香港商甲上娛樂有限公司台灣分公司,(日本)KADOKAWA CORPORATION,3,45,-22.41%,"12,305","127,947","38,436,702",20200608
112,南韓,軍艦島,2017/08/18,車庫娛樂股份有限公司,CJ E&M CORPORATION,7,98,-17.65%,"21,555","305,358","69,223,558",20200608
113,中華民國,一一,2017/07/28,傳影互動股份有限公司,(日本)OMEGA PROJECT.##(日本)PONY CANYON##(日本)HAKUHODO.,1,36,-52.63%,"8,520","22,294","5,131,072",20200608
114,中華民國,目擊者,2017/03/31,威視股份有限公司,嘉揚電影有限公司##(大陸)浙江觀鑒影業有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)海寧觀盈影視文化有限公司##(大陸)喀什嘉映文化傳媒有限公司,10,152,0.00%,"38,792","232,722","52,454,604",20200608
115,日本,電影版聲之形,2017/03/24,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,45,"1,050",0.00%,"252,243","294,909","68,918,252",20200608
116,日本,刀劍神域劇場版-序列爭戰,2017/02/24,木棉花國際股份有限公司,ANIPLEX INC.,2,10,42.86%,"2,820","214,447","55,934,402",20200608
117,法國,終極追殺令,2016/11/25,南強國際影視傳播有限公司,GAUMONT,1,56,-28.21%,"12,310","7,893","1,811,859",20200608
118,中華民國,樓下的房客,2016/08/12,安邁進國際影業股份有限公司,台灣安邁進國際影業股份有限公司##群星瑞智國際娛樂股份有限公司##中環國際娛樂事業股份有限公司##威視股份有限公司##MM2 ENTERTAINMENT PTE LTD.##安樂影片有限公司,10,151,-24.50%,"36,849","505,540","116,216,449",20200608
119,法國,紅色情深 經典數位修復,2016/07/22,天馬行空數位有限公司,MK2 - SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE,1,56,-63.16%,"11,015","3,300","681,921",20200608
120,法國,藍色情挑 經典數位修復,2016/07/22,天馬行空數位有限公司,MK2 - SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE,2,43,-70.55%,"8,635","3,923","810,790",20200608
121,法國,白色情迷 經典數位修復,2016/07/22,天馬行空數位有限公司,MK2 - SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE,2,32,-76.98%,"6,541","3,232","670,358",20200608
122,日本,少女與戰車 劇場版,2016/05/13,睿客新創有限公司,HAKUHODO DY MUSIC & PICTURES INC.,2,8,0.00%,"1,712","32,909","15,159,800",20200608
123,美國,絕地救援,2015/10/01,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION,70,779,-27.94%,"168,431","2,550","458,059",20200608
124,南韓,愛上變身情人,2015/09/11,可樂藝術文創股份有限公司,CONTENTS PANDA,11,107,-20.15%,"23,775",241,"53,290",20200608
125,南韓,諜影殺機,2014/07/11,可樂藝術文創股份有限公司,SHOWBOX/MEDIAPLEX INC.,10,131,-65.62%,"28,990",978,"210,900",20200608
126,美國,少年PI的奇幻漂流,2012/11/21,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",70,599,-10.60%,"135,479","1,269","289,222",20200608
127,美國,黑暗騎士：黎明昇起,2012/07/19,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,70,"1,841",-43.46%,"519,017","7,377","2,056,591",20200608
128,美國,黑暗騎士,2008/07/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,71,"4,204",-49.86%,"1,196,459","19,884","5,634,887",20200608
129,日本,現在，很想見你,2005/04/08,車庫娛樂股份有限公司,"TOHO CO., LTD.",5,50,-84.47%,"10,743",744,"167,973",20200608
130,法國,艾蜜莉的異想世界,2002/03/08,南強國際影視傳播有限公司,GAUMONT S.A.,1,54,-18.18%,"11,570","6,503","1,423,235",20200608
131,香港,夜半歌聲,1995/06/23,華映娛樂股份有限公司,綺年電影有限公司,28,552,-34.67%,"121,621","1,397","308,183",20200608
132,美國,刺激1995,1995/03/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,0,-100.00%,0,"23,802","5,807,747",20200608
133,美國,第六感生死戀,1990/12/15,捷傑有限公司,United International Pictures,2,49,-37.97%,"4,100","2,326","483,305",20200608
134,英國,末代皇帝,1988/04/23,香港商甲上娛樂有限公司台灣分公司,Hanway Films Limited,42,"4,627",-33.07%,"1,150,408","47,266","11,684,307",20200608
1,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",65,"8,905",-1.37%,"1,960,322","17,934","3,953,596",20200615
2,美國,銀翼殺手最終版,2020/06/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,60,"2,786",7.73%,"663,427","5,372","1,295,228",20200615
3,美國,婚姻大崩壞,2020/06/12,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",76,"2,650",-16.80%,"592,435","5,835","1,310,934",20200615
4,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,"1,959",58.75%,"492,630","3,193","811,860",20200615
5,愛爾蘭,超完美社區,2020/06/12,車庫娛樂股份有限公司,"XYZ FILMS, LLC",34,"2,059",-18.58%,"483,776","4,588","1,069,072",20200615
6,德國,親愛陌生人,2020/06/12,鴻聯國際開發股份有限公司,Constantin Film Verleih GmbH,22,"1,479",15.64%,"336,058","2,758","630,488",20200615
7,英國,決戰最前線,2020/06/12,天馬行空數位有限公司,METRO INTERNATIONAL ENTERTAINMENT LIMITED,24,"1,197",-16.24%,"271,517","2,626","602,392",20200615
8,德國,金魚俱樂部,2020/06/12,海鵬影業有限公司,Beta Cinema GmbH,18,"1,143",20.32%,"245,825","2,093","453,940",20200615
9,美國,殺機疑雲,2020/06/12,車庫娛樂股份有限公司,"VISIT FILMS, LLC",36,958,-35.75%,"219,926","2,449","560,001",20200615
10,英國,普立茲記者,2020/06/12,聯影企業股份有限公司,WESTEND FILMS LTD,16,982,19.90%,"211,355","1,801","392,631",20200615
11,南韓,非常母親,2020/06/12,車庫娛樂股份有限公司,RELAY MOTION KFT.,17,807,11.46%,"178,893","1,531","344,326",20200615
12,法國,終極自殺旅店,2020/06/12,亮點國際影業有限公司,Charades,16,366,-43.69%,"82,516","1,016","230,389",20200615
13,南韓,殘酷街頭：暴力實錄,2020/06/12,車庫娛樂股份有限公司,"KT HITEL CO., LTD.",8,162,38.46%,"38,050",279,"64,020",20200615
14,日本,108～海馬五郎的復仇與冒險～,2020/06/12,車庫娛樂股份有限公司,COLORBIRD INC.,3,36,63.64%,"7,055",58,"11,795",20200615
15,南韓,詭妹,2020/06/05,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"7,986",-36.87%,"1,916,054","29,276","6,989,371",20200615
16,泰國,淒厲人僧,2020/06/05,威視股份有限公司,FIVE STAR PRODUCTION COMPANY LIMITED,56,"5,884",-42.47%,"1,348,427","26,312","6,018,212",20200615
17,中華民國,蚵豐村,2020/06/05,大島影像製作股份有限公司,大島影像製作股份有限公司 (TYDAL Productions)##Film and TV School of the Academy of Performing Arts in Prague,16,992,-43.73%,"223,255","4,212","952,894",20200615
18,英國,烈火情人,2020/06/05,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,24,704,-63.77%,"156,549","4,495","1,004,162",20200615
19,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",22,171,-80.32%,"35,590","2,058","441,510",20200615
20,日本,影裏,2020/06/05,天馬行空數位有限公司,Aniplex Inc.,11,167,-72.85%,"35,082","1,385","297,337",20200615
21,香港,夜半歌聲,2020/06/05,華映娛樂股份有限公司,綺年電影有限公司,17,140,-74.64%,"32,158","1,537","340,341",20200615
22,法國,詩情攝慾,2020/06/05,車庫娛樂股份有限公司,MFI SAS,11,139,-74.31%,"27,570","1,110","231,142",20200615
23,俄羅斯,絕殺慕尼黑,2020/06/05,車庫娛樂股份有限公司,"WANDA MEDIA CO., LTD.",14,102,-81.25%,"23,430","1,217","271,037",20200615
24,新加坡,沖繩豆腐之戀,2020/06/05,車庫娛樂股份有限公司,(韓國)OPUS PICTURES,1,16,-51.52%,"3,810",70,"14,285",20200615
25,美國,蝙蝠俠：開戰時刻,2020/05/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,34,482,-60.36%,"133,482","8,248","2,178,848",20200615
26,日本,猛鬼樂園,2020/05/29,車庫娛樂股份有限公司,HAKUHODO DY MUSIC & PICTURES INC.,23,462,-61.69%,"106,279","7,855","1,835,389",20200615
27,美國,火線獵殺令,2020/05/29,車庫娛樂股份有限公司,"HIGHLAND FILM GROUP, INC.",33,393,-78.88%,"88,227","12,412","2,850,132",20200615
28,德國,罪人的控訴,2020/05/29,海鵬影業有限公司,TELEPOOL GmbH,14,317,-68.71%,"68,207","5,707","1,279,337",20200615
29,西班牙,放飛大丈夫,2020/05/29,采昌國際多媒體股份有限公司,"TELECINCO CINEMA, S.A.U.",22,184,-76.26%,"41,645","5,598","1,283,892",20200615
30,澳洲,謝謝你愛過我,2020/05/29,光年映畫有限公司,Celluloid Dreams SARL,7,117,-66.67%,"27,030","2,513","580,375",20200615
31,西班牙,奪魂索,2020/05/29,水元素文化傳媒有限公司,Reel Suspects,7,84,-58.00%,"18,070","2,384","502,216",20200615
32,英國,愛美獎行動,2020/05/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Pathe Fund Limited, acting through its division Pathe International",9,58,-88.87%,"13,130","5,050","1,156,091",20200615
33,愛爾蘭,血色羔羊,2020/05/29,車庫娛樂股份有限公司,TRUSTNORDISK APS,3,3,-94.00%,730,"1,401","325,199",20200615
34,美國,1/2的魔法,2020/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",88,"22,392",-26.40%,"5,251,331","170,782","40,028,203",20200615
35,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",10,143,-68.78%,"32,060","7,509","1,699,220",20200615
36,瑞典,全境入侵,2020/05/22,車庫娛樂股份有限公司,AB SVENSK FILMINDUSTRI,3,139,-0.71%,"27,865","9,484","2,233,716",20200615
37,美國,惡夜救援,2020/05/22,采昌國際多媒體股份有限公司,Atrium Productions Kft.,15,90,-75.81%,"20,145","14,214","3,208,408",20200615
38,法國,巴黎寂寞不打烊,2020/05/22,海樂影業股份有限公司,STUDIOCANAL,1,38,-72.86%,"7,380","2,976","648,836",20200615
39,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,3,13,-87.62%,"2,790","3,421","793,431",20200615
40,日本,怨鈴,2020/05/22,車庫娛樂股份有限公司,"SHOCHIKU CO., LTD.",1,7,-93.20%,"1,470","5,694","1,345,849",20200615
41,日本,說再見前的30分鐘,2020/05/22,天馬行空數位有限公司,"ASMIK ACE,INC.",1,2,-94.74%,430,"1,208","274,432",20200615
42,南韓,靈異405號房,2020/05/15,車庫娛樂股份有限公司,CONTENTS PANDA,16,451,-35.85%,"106,636","19,390","4,613,567",20200615
43,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,22,364,-56.46%,"81,342","27,769","6,344,648",20200615
44,泰國,奇蹟救援,2020/05/15,車庫娛樂股份有限公司,E-STARS FILMS LTD.,5,18,-84.75%,"4,105","11,417","2,674,409",20200615
45,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,4,775,"1,450.00%","169,610","1,909","422,846",20200615
46,日本,劇場版 白箱,2020/05/08,車庫娛樂股份有限公司,HAKUHODO DY MUSIC & PICTURES INC.,5,65,-60.61%,"16,305","8,617","2,164,274",20200615
47,香港,金都,2020/05/08,采昌國際多媒體股份有限公司,金都電影製作有限公司My Prince Edward Film Production Limited,1,6,-60.00%,"1,320","3,642","803,746",20200615
48,泰國,見鬼的戀愛季節,2020/04/30,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Sahamongkolfilm International Co.,Ltd.",12,117,-71.25%,"24,840","26,116","5,835,234",20200615
49,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",3,57,-60.14%,"15,894","30,437","7,189,065",20200615
50,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,3,40,-54.55%,"8,483","13,594","3,007,778",20200615
51,法國,熊熊大作戰,2020/04/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathé Films S.A.S,1,2,0.00%,440,721,"164,543",20200615
52,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",15,"1,891",-36.03%,"476,891","98,887","25,199,061",20200615
53,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,2,83,-68.68%,"18,290","10,182","2,353,423",20200615
54,法國,吞噬,2020/04/24,本萃電影有限公司,CHARADES,2,107,0.00%,"5,635","2,121","469,148",20200615
55,英國,一報還一報,2020/04/20,威秀影城股份有限公司,Trafalgar Releasing Limited,4,44,120.00%,"30,700",122,"84,980",20200615
56,澳洲,鑰命監獄,2020/04/17,天馬行空數位有限公司,"IPA-International Production Associates,Inc",3,658,78.32%,"38,155","6,891","1,456,436",20200615
57,英國,居禮夫人：放射永恆,2020/04/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Studiocanal,2,172,0.00%,"9,190","4,556","989,977",20200615
58,日本,知道天空有多藍的人啊,2020/04/17,車庫娛樂股份有限公司,ANIPLEX INC.,3,35,-30.00%,"7,570","11,337","2,736,010",20200615
59,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,9,316,-39.23%,"101,022","23,900","6,668,895",20200615
60,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,28,-40.43%,"3,810","2,256","476,461",20200615
61,加拿大,特別嘉賓,2020/04/10,天馬行空數位有限公司,Playtime,1,22,29.41%,"3,330",725,"148,895",20200615
62,英國,馴悍記,2020/04/08,威秀影城股份有限公司,Trafalgar Releasing Limited,4,42,0.00%,"29,880",120,"84,000",20200615
63,日本,我的英雄學院劇場版：英雄新世紀,2020/04/01,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co., Ltd.",14,932,84.92%,"235,378","62,620","15,325,671",20200615
64,英國,亨利五世,2020/04/01,威秀影城股份有限公司,SHAKESPEARE'S GLOBE TRUST,3,44,0.00%,"32,160",122,"86,480",20200615
65,美國,魔髮精靈唱遊世界,2020/04/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,9,0.00%,"1,920","10,871","2,478,277",20200615
66,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),6,378,263.46%,"42,315","2,327","456,123",20200615
67,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",6,305,-52.34%,"23,165","17,745","3,800,782",20200615
68,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,7,-50.00%,"1,000","1,873","422,906",20200615
69,美國,託陰2：布拉姆回來了,2020/03/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,14,-74.07%,700,"18,404","4,112,512",20200615
70,法國,我出去醫下,2020/03/20,原創娛樂股份有限公司,Other Angle Pictures,2,24,60.00%,"2,640","2,879","593,658",20200615
71,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,3,191,-41.59%,"11,700","39,523","9,088,209",20200615
72,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,2,73,-27.72%,"3,875",599,"95,115",20200615
73,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,1,12,-69.23%,"3,230","21,012","5,140,641",20200615
74,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,112,-48.86%,"6,775","53,296","11,925,350",20200615
75,南韓,明明會說話,2020/03/06,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,LittleBig Pictures,3,37,8.82%,"6,100","20,987","4,555,336",20200615
76,北馬其頓,大地蜜語,2020/03/06,車庫娛樂股份有限公司,DECKERT DISTRIBUTION GMBH,1,22,0.00%,"4,840","1,294","274,066",20200615
77,美國,艾瑪﹒,2020/03/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,17,0.00%,"2,640","4,654","1,016,367",20200615
78,日本,鳴鳥不飛：烏雲密布,2020/02/27,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,7,106,-39.43%,"22,695","28,915","7,026,997",20200615
79,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,4,183,-42.99%,"11,680","252,845","58,071,185",20200615
